id,title,has_explanation_evaluation,has_significance_testing,is_xai_interpretable,main_venue_match
quan-etal-2025-faithful,Faithful and Robust {LLM}-Driven Theorem Proving for {NLI} Explanations,True,False,True,ACL
zheng-etal-2025-dncasr,{DNCASR}: End-to-End Training for Speaker-Attributed {ASR},False,False,False,ACL
azarkhalili-libbrecht-2025-generalized,Generalized Attention Flow: Feature Attribution for Transformer Models via Maximum Flow,True,False,True,ACL
nguyen-etal-2025-multi,Multi-Attribute Steering of Language Models via Targeted Intervention,False,False,False,ACL
singhvi-etal-2025-using,Using Shapley interactions to understand how models use structure,False,False,True,ACL
spinoso-di-piano-etal-2025-rsa,({RSA}){\texttwosuperior}: A Rhetorical-Strategy-Aware Rational Speech Act Framework for Figurative Language Understanding,False,False,False,ACL
tang-etal-2025-cognibench,{C}ogni{B}ench: A Legal-inspired Framework and Dataset for Assessing Cognitive Faithfulness of Large Language Models,True,False,True,ACL
zhang-etal-2025-faithfulrag,{F}aithful{RAG}: Fact-Level Conflict Modeling for Context-Faithful Retrieval-Augmented Generation,False,False,True,ACL
park-etal-2025-evaluating,Evaluating Visual and Cultural Interpretation: The K-Viscuit Benchmark with Human-{VLM} Collaboration,False,False,False,ACL
chang-etal-2025-jopa,{J}o{PA}: Explaining Large Language Model{'}s Generation via Joint Prompt Attribution,True,False,True,ACL
feng-etal-2025-culfit,{C}ul{F}i{T}: A Fine-grained Cultural-aware {LLM} Training Paradigm via Multilingual Critique Data Synthesis,False,False,True,ACL
li-etal-2025-decoding,Decoding Knowledge Attribution in Mixture-of-Experts: A Framework of Basic-Refinement Collaboration and Efficiency Analysis,True,False,True,ACL
suri-etal-2025-chartlens,{C}hart{L}ens: Fine-grained Visual Attribution in Charts,True,False,True,ACL
go-etal-2025-xdac,{XDAC}: {XAI}-Driven Detection and Attribution of {LLM}-Generated News Comments in {K}orean,False,False,True,ACL
lee-etal-2025-emotional,Does the Emotional Understanding of {LVLM}s Vary Under High-Stress Environments and Across Different Demographic Attributes?,False,False,False,ACL
li-etal-2025-decoding-graphs,Decoding on Graphs: Faithful and Sound Reasoning on Knowledge Graphs through Generation of Well-Formed Chains,True,False,True,ACL
li-pan-2025-ceaes,{CEAES}: Bidirectional Reinforcement Learning Optimization for Consistent and Explainable Essay Assessment,False,False,False,ACL
liang-etal-2025-colloquial,Colloquial Singaporean {E}nglish Style Transfer with Fine-Grained Explainable Control,True,False,True,ACL
hu-etal-2025-dual,A Dual-Perspective {NLG} Meta-Evaluation Framework with Automatic Benchmark and Better Interpretability,False,False,True,ACL
ghosh-etal-2025-just,Just a Scratch: Enhancing {LLM} Capabilities for Self-harm Detection through Intent Differentiation and Emoji Interpretation,True,False,True,ACL
min-etal-2025-understanding,Understanding Impact of Human Feedback via Influence Functions,True,False,True,ACL
padhi-etal-2025-counterspeech,Counterspeech the ultimate shield! Multi-Conditioned Counterspeech Generation through Attributed Prefix Learning,False,False,False,ACL
hein-etal-2025-chexalign,{C}he{X}align: Preference fine-tuning in chest {X}-ray interpretation models without human feedback,False,False,False,ACL
sun-etal-2025-prism,{PRISM}: A Framework for Producing Interpretable Political Bias Embeddings with Political-Aware Cross-Encoder,False,False,True,ACL
pronesti-etal-2025-query,Query-driven Document-level Scientific Evidence Extraction from Biomedical Studies,False,False,False,ACL
wang-etal-2025-a3,$\mathcal{A}^3$: Automatic Alignment Framework for Attributed Text Generation,False,False,False,ACL
kamigaito-etal-2025-diversity,Diversity Explains Inference Scaling Laws: Through a Case Study of Minimum {B}ayes Risk Decoding,False,False,False,ACL
ma-etal-2025-visa,{VISA}: Retrieval Augmented Generation with Visual Source Attribution,True,False,True,ACL
li-etal-2025-iris,{IRIS}: Interpretable Retrieval-Augmented Classification for Long Interspersed Document Sequences,False,False,True,ACL
saranathan-etal-2025-sublime,{S}ub{LIME}: Subset Selection via Rank Correlation Prediction for Data-Efficient {LLM} Evaluation,False,False,False,ACL
douglas-etal-2025-less,Less is More: Explainable and Efficient {ICD} Code Prediction with Clinical Entities,True,False,True,ACL
su-etal-2025-taclr,{TACLR}: A Scalable and Efficient Retrieval-based Method for Industrial Product Attribute Value Identification,False,False,False,ACL
yang-etal-2025-maple,{MAPLE}: Enhancing Review Generation with Multi-Aspect Prompt {LE}arning in Explainable Recommendation,False,False,True,ACL
xu-etal-2025-citeeval,{C}ite{E}val: Principle-Driven Citation Evaluation for Source Attribution,False,False,False,ACL
sui-etal-2025-kristeva,{KRISTEVA}: Close Reading as a Novel Task for Benchmarking Interpretive Reasoning,False,False,False,ACL
sha-lukasiewicz-2024-text,Text Attribute Control via Closed-Loop Disentanglement,False,False,False,TACL
zeng-gao-2024-justilm,{J}usti{LM}: Few-shot Justification Generation for Explainable Fact-Checking of Real-world Claims,False,False,True,TACL
adlakha-etal-2024-evaluating,Evaluating Correctness and Faithfulness of Instruction-Following Models for Question Answering,True,False,True,TACL
aggazzotti-etal-2024-authorship,Can Authorship Attribution Models Distinguish Speakers in Speech Transcripts?,False,False,False,TACL
guerreiro-etal-2024-xcomet,x{COMET}: Transparent Machine Translation Evaluation through Fine-grained Error Detection,True,False,True,TACL
honda-etal-2024-eliminate,Not Eliminate but Aggregate: Post-Hoc Control over Mixture-of-Experts to Address Shortcut Shifts in Natural Language Understanding,False,False,False,TACL
jandaghi-etal-2024-faithful-persona,Faithful Persona-based Conversational Dataset Generation with Large Language Models,False,False,False,Findings
zhang-etal-2024-improving-toponym,Improving Toponym Resolution by Predicting Attributes to Constrain Geographical Ontology Entries,False,False,False,NAACL
xie-etal-2024-extracting,Extracting Lexical Features from Dialects via Interpretable Dialect Classifiers,False,False,True,NAACL
ding-etal-2024-rationale,A Rationale-centric Counterfactual Data Augmentation Method for Cross-Document Event Coreference Resolution,False,False,True,NAACL
kovatchev-lease-2024-benchmark,Benchmark Transparency: Measuring the Impact of Data on Evaluation,False,False,False,NAACL
wu-etal-2024-reasoning,Reasoning or Reciting? Exploring the Capabilities and Limitations of Language Models Through Counterfactual Tasks,False,False,False,NAACL
erk-apidianaki-2024-adjusting,Adjusting Interpretable Dimensions in Embedding Space with Human Judgments,True,False,True,NAACL
jiang-etal-2024-trisum,{T}ri{S}um: Learning Summarization Ability from Large Language Models with Structured Rationale,False,False,True,NAACL
malaviya-etal-2024-expertqa,{E}xpert{QA}: Expert-Curated Questions and Attributed Answers,False,False,False,NAACL
zhao-aletras-2024-comparing,Comparing Explanation Faithfulness between Multilingual and Monolingual Fine-tuned Language Models,True,False,True,NAACL
salkhordeh-ziabari-etal-2024-reinforced,Reinforced Multiple Instance Selection for Speaker Attribute Prediction,False,False,False,NAACL
wang-etal-2024-helpsteer,{H}elp{S}teer: Multi-attribute Helpfulness Dataset for {S}teer{LM},False,False,False,NAACL
patel-etal-2024-towards,Towards Improved Multi-Source Attribution for Long-Form Answer Generation,False,False,True,NAACL
nath-etal-2024-okay,"Okay, Let{'}s Do This! Modeling Event Coreference with Generated Rationales and Knowledge Distillation",False,False,True,NAACL
wang-etal-2024-enhancing,Enhancing Large Language Models Against Inductive Instructions with Dual-critique Prompting,False,False,False,NAACL
cao-wang-2024-awesome,{AWESOME}: {GPU} Memory-constrained Long Document Summarization using Memory Mechanism and Global Salient Content,False,False,False,NAACL
daheim-etal-2024-elastic,Elastic Weight Removal for Faithful and Abstractive Dialogue Generation,False,False,False,NAACL
mcinerney-etal-2024-towards,Towards Reducing Diagnostic Errors with Interpretable Risk Prediction,True,False,True,NAACL
valvoda-cotterell-2024-towards,Towards Explainability in Legal Outcome Prediction Models,True,False,True,NAACL
vasileiou-eberle-2024-explaining,Explaining Text Similarity in Transformer Models,True,False,True,NAACL
zhuang-etal-2024-macsc,{M}a{CSC}: Towards Multimodal-augmented Pre-trained Language Models via Conceptual Prototypes and Self-balancing Calibration,False,False,False,NAACL
li-chaturvedi-2024-rationale,Rationale-based Opinion Summarization,True,False,True,NAACL
zhu-etal-2024-efficient,Efficient End-to-End Visual Document Understanding with Rationale Distillation,False,False,True,NAACL
spangher-etal-2024-legaldiscourse,{L}egal{D}iscourse: Interpreting When Laws Apply and To Whom,False,False,False,NAACL
niu-etal-2024-hong,A {H}ong {K}ong {S}ign {L}anguage Corpus Collected from Sign-interpreted {TV} News,False,False,False,COLING
urakawa-etal-2024-japanese,A {J}apanese News Simplification Corpus with Faithfulness,False,False,False,COLING
ikhwantri-etal-2024-analyzing,Analyzing Interpretability of Summarization Model with Eye-gaze Information,True,False,True,COLING
liu-etal-2024-ce,{CE}-{VDG}: Counterfactual Entropy-based Bias Reduction for Video-grounded Dialogue Generation,False,False,False,COLING
imashev-etal-2024-comparative,Comparative Analysis of Sign Language Interpreting Agents Perception: A Study of the Deaf,False,False,False,COLING
steindl-etal-2024-counterfactual,Counterfactual Dialog Mixing as Data Augmentation for Task-Oriented Dialog Systems,False,False,False,COLING
kranzlein-etal-2024-curiam,{C}u{RIAM}: Corpus Re Interpretation and Metalanguage in {U}.{S}. {S}upreme {C}ourt Opinions,False,False,False,COLING
petersen-frey-biemann-2024-dataset,Dataset of Quotation Attribution in {G}erman News Articles,False,False,False,COLING
xin-etal-2024-diffusion,Diffusion Based Counterfactual Augmentation for Dual Sentiment Classification,False,False,False,COLING
hu-etal-2024-generator,Does the Generator Mind Its Contexts? An Analysis of Generative Model Faithfulness under Context Transfer,True,False,True,COLING
zhang-etal-2024-empowering,Empowering Tree-structured Entailment Reasoning: Rhetorical Perception and {LLM}-driven Interpretability,False,False,False,COLING
lu-etal-2024-evaluating,Evaluating Saliency Explanations in {NLP} by Crowdsourcing,True,False,True,COLING
brandl-etal-2024-evaluating,Evaluating Webcam-based Gaze Data as an Alternative for Human Rationale Annotations,True,False,True,COLING
hwang-etal-2024-explainable,Explainable Multi-hop Question Generation: An End-to-End Approach without Intermediate Question Labeling,False,False,False,COLING
zhou-etal-2024-explaining,Explaining Pre-Trained Language Models with Attribution Scores: An Analysis in Low-Resource Settings,True,False,True,COLING
musil-marecek-2024-exploring,Exploring Interpretability of Independent Components of Word Embeddings with Automated Word Intruder Test,True,False,True,COLING
shi-etal-2024-find,Find-the-Common: A Benchmark for Explaining Visual Patterns from Images,False,False,False,COLING
richard-etal-2024-fracas,{FRACAS}: a {FR}ench Annotated Corpus of Attribution relations in new{S},False,False,False,COLING
maladry-etal-2024-human,Human and System Perspectives on the Expression of Irony: An Analysis of Likelihood Labels and Rationales,True,False,True,COLING
ghosh-roy-han-2024-ilciter,{ILC}ite{R}: Evidence-grounded Interpretable Local Citation Recommendation,False,False,True,COLING
zhang-etal-2024-improving-continual,Improving Continual Few-shot Relation Extraction through Relational Knowledge Distillation and Prototype Augmentation,False,False,False,COLING
li-etal-2024-improving-faithfulness,Improving Faithfulness of Large Language Models in Summarization via Sliding Generation and Self-Consistency,True,False,True,COLING
banerjee-etal-2024-inffeed,{I}nf{F}eed: Influence Functions as a Feedback to Improve the Performance of Subjective Tasks,False,False,True,COLING
tran-miyao-2024-integrating,Integrating Headedness Information into an Auto-generated Multilingual {CCG}bank for Improved Semantic Interpretation,False,False,False,COLING
abderrazek-etal-2024-interpretable,Interpretable Assessment of Speech Intelligibility Using Deep Learning: A Case Study on Speech Disorders Due to Head and Neck Cancers,False,False,True,COLING
wu-etal-2024-interpretable,Interpretable Short Video Rumor Detection Based on Modality Tampering,False,False,True,COLING
zhang-etal-2024-interpreting,Interpreting Themes from Educational Stories,False,False,False,COLING
tilli-vu-2024-intrinsic,Intrinsic Subgraph Generation for Interpretable Graph Based Visual Question Answering,True,False,True,COLING
ishii-etal-2024-jemhopqa,{JEMH}op{QA}: Dataset for {J}apanese Explainable Multi-Hop Question Answering,False,False,True,COLING
cheng-etal-2024-learning,Learning Intrinsic Dimension via Information Bottleneck for Explainable Aspect-based Sentiment Analysis,True,False,True,COLING
zhou-etal-2024-mcil,{MCIL}: Multimodal Counterfactual Instance Learning for Low-resource Entity-based Multimodal Information Extraction,False,False,False,COLING
chen-etal-2024-mmaps,{MMAPS}: End-to-End Multi-Grained Multi-Modal Attribute-Aware Product Summarization,False,False,False,COLING
zhao-etal-2024-naist,{NAIST}-{SIC}-Aligned: An Aligned {E}nglish-{J}apanese Simultaneous Interpretation Corpus,False,False,False,COLING
zhang-etal-2024-new,New Intent Discovery with Attracting and Dispersing Prototype,False,False,False,COLING
rehbein-etal-2024-mouths,Out of the Mouths of {MP}s: Speaker Attribution in Parliamentary Debates,False,False,False,COLING
ogrodniczuk-etal-2024-polish-discourse,"{P}olish Discourse Corpus ({PDC}): Corpus Design, {ISO}-Compliant Annotation, Data Highlights, and Parser Development",False,False,False,COLING
li-etal-2024-prompting,Prompting Large Language Models for Counterfactual Generation: An Empirical Study,False,False,False,COLING
tang-etal-2024-prototype,Prototype-based Prompt-Instance Interaction with Causal Intervention for Few-shot Event Detection,False,False,True,COLING
grissom-ii-etal-2024-rapidly,Rapidly Piloting Real-time Linguistic Assistance for Simultaneous Interpreters with Untrained Bilingual Surrogates,False,False,False,COLING
t-revi-etal-2024-rationale,Rationale-based Learning Using Self-Supervised Narrative Events for Text Summarisation of Interactive Digital Narratives,False,False,False,COLING
zeng-etal-2024-ru22fact,{RU}22{F}act: Optimizing Evidence for Multilingual Explainable Fact-Checking on {R}ussia-{U}kraine Conflict,False,False,True,COLING
jain-etal-2024-saliency,Saliency-Aware Interpolative Augmentation for Multimodal Financial Prediction,False,False,False,COLING
garcia-silva-etal-2024-space,{SPACE}-{IDEAS}: A Dataset for Salient Information Detection in Space Innovation,False,False,False,COLING
lu-etal-2024-take,"Take Its Essence, Discard Its Dross! Debiasing for Toxic Language Detection via Counterfactual Causal Effect",False,False,False,COLING
kamp-etal-2024-role,The Role of Syntactic Span Preferences in Post-Hoc Explanation Disagreement,True,False,True,COLING
t-y-s-s-etal-2024-towards,Towards Explainability and Fairness in {S}wiss Judgement Prediction: Benchmarking on a Multilingual Dataset,True,False,True,COLING
sun-etal-2024-towards,Towards Generalizable and Faithful Logic Reasoning over Natural Language via Resolution Refutation,False,False,True,COLING
zhong-etal-2024-said,Who Said What: Formalization and Benchmarks for the Task of Quote Attribution,False,False,False,COLING
bayer-etal-2024-xai,{XAI}-Attack: Utilizing Explainable {AI} to Find Incorrectly Learned Patterns for Black-Box Adversarial Example Creation,True,False,True,COLING
zhang-etal-2024-xatu,{XATU}: A Fine-grained Instruction-based Benchmark for Explainable Text Updates,True,False,True,COLING
qiu-etal-2024-think,Think While You Write: Hypothesis Verification Promotes Faithful Knowledge-to-Text Generation,True,False,True,Findings
ma-etal-2024-beta,Beta-{LR}: Interpretable Logical Reasoning based on Beta Distribution,False,False,True,Findings
pham-etal-2024-peeb,{PEEB}: Part-based Image Classifiers with an Explainable and Editable Language Bottleneck,False,False,True,Findings
wang-etal-2024-interpreting,Interpreting Answers to Yes-No Questions in Dialogues from Multiple Domains,False,False,False,Findings
wei-jie-etal-2024-interpretable,How Interpretable are Reasoning Explanations from Prompting Large Language Models?,True,False,True,Findings
hong-etal-2024-gullible,Why So Gullible? Enhancing the Robustness of Retrieval-Augmented Models against Counterfactual Noise,False,False,False,Findings
samardzic-etal-2024-measure,A Measure for Transparent Comparison of Linguistic Diversity in Multilingual {NLP} Data Sets,False,False,False,Findings
saxena-keller-2024-select,Select and Summarize: Scene Saliency for Movie Script Summarization,False,False,False,Findings
moghe-etal-2024-interpreting,Interpreting User Requests in the Context of Natural Language Standing Instructions,False,False,False,Findings
resck-etal-2024-exploring,Exploring the Trade-off Between Model Performance and Explanation Plausibility of Text Classifiers Using Human Rationales,True,False,True,Findings
langedijk-etal-2024-decoderlens,{D}ecoder{L}ens: Layerwise Interpretation of Encoder-Decoder Transformers,False,False,True,Findings
berchansky-etal-2024-cotar,{C}o{TAR}: Chain-of-Thought Attribution Reasoning with Multi-level Granularity,True,False,True,Findings
zhang-etal-2024-document-hashing,Document Hashing with Multi-Grained Prototype-Induced Hierarchical Generative Model,False,False,False,Findings
ma-etal-2024-xrec,{XR}ec: Large Language Models for Explainable Recommendation,False,False,True,Findings
liu-etal-2024-safety,{SAFETY}-{J}: Evaluating Safety with Critique,True,False,True,Findings
wang-etal-2024-coxql,{C}o{XQL}: A Dataset for Parsing Explanation Requests in Conversational {XAI} Systems,False,False,True,Findings
yang-etal-2024-eave,{EAVE}: Efficient Product Attribute Value Extraction via Lightweight Sparse-layer Interaction,False,False,False,Findings
li-etal-2024-diversify,"Diversify, Rationalize, and Combine: Ensembling Multiple {QA} Strategies for Zero-shot Knowledge-based {VQA}",True,False,True,Findings
wojciechowski-etal-2024-faithful,Faithful and Plausible Natural Language Explanations for Image Classification: A Pipeline Approach,True,False,True,Findings
chen-etal-2024-controlling,Controlling Risk of Retrieval-augmented Generation: A Counterfactual Prompting Framework,False,False,False,Findings
zhang-etal-2024-coarse,A Coarse-to-Fine Prototype Learning Approach for Multi-Label Few-Shot Intent Detection,False,False,False,Findings
cheng-etal-2024-towards,Towards Explainable Computerized Adaptive Testing with Large Language Model,True,False,True,Findings
bai-etal-2024-learning,Learning Dynamic Multi-attribute Interest for Personalized Product Search,False,False,False,Findings
elazar-etal-2024-measuring,Measuring and Improving Attentiveness to Partial Inputs with Counterfactuals,True,False,True,Findings
luo-etal-2024-summacoz,{S}umma{C}oz: A Dataset for Improving the Interpretability of Factual Consistency Detection for Summarization,True,False,True,Findings
song-etal-2024-robust,A Robust Dual-debiasing {VQA} Model based on Counterfactual Causal Effect,False,False,False,Findings
kai-etal-2024-sh2,{SH}2: Self-Highlighted Hesitation Helps You Decode More Truthfully,False,False,False,Findings
wang-etal-2024-survey,A Survey on Natural Language Counterfactual Generation,False,False,True,Findings
li-etal-2024-calibrating,Calibrating {LLM}s with Preference Optimization on Thought Trees for Generating Rationale in Science Question Scoring,True,False,True,Findings
wang-etal-2024-fantastic,{FANTA}stic {SE}quences and Where to Find Them: Faithful and Efficient {API} Call Generation through State-tracked Constrained Decoding and Reranking,False,False,False,Findings
khan-etal-2024-hope,"Hope `The Paragraph Guy' explains the rest : Introducing {M}e{S}um, the Meme Summarizer",False,False,False,Findings
he-etal-2024-explaining,Explaining Graph Neural Networks with Large Language Models: A Counterfactual Perspective on Molecule Graphs,True,False,True,Findings
mahajan-etal-2024-align,{ALIGN}-{SIM}: A Task-Free Test Bed for Evaluating and Interpreting Sentence Embeddings through Semantic Similarity Alignment,True,False,True,Findings
palmeira-ferraz-etal-2024-llm,"{LLM} Self-Correction with {D}e{CRIM}: Decompose, Critique, and Refine for Enhanced Following of Instructions with Multiple Constraints",False,False,False,Findings
stoehr-etal-2024-activation,Activation Scaling for Steering and Interpreting Language Models,True,False,True,Findings
wang-etal-2024-variational,Variational Language Concepts for Interpreting Foundation Language Models,False,False,True,Findings
wang-etal-2024-beyond-agreement,Beyond Agreement: Diagnosing the Rationale Alignment of Automated Essay Scoring Methods based on Linguistically-informed Counterfactuals,True,False,True,Findings
bazaga-etal-2024-hyperbert,{H}yper{BERT}: Mixing Hypergraph-Aware Layers with Language Models for Node Classification on Text-Attributed Hypergraphs,False,False,False,Findings
li-etal-2024-pedants,{PEDANTS}: Cheap but Effective and Interpretable Answer Equivalence,True,False,True,Findings
barkan-etal-2024-improving,Improving {LLM} Attributions with Randomized Path-Integration,True,False,True,Findings
barkan-etal-2024-llm,{LLM} Explainability via Attributive Masking Learning,True,False,True,Findings
xu-etal-2024-chatglm,{C}hat{GLM}-Math: Improving Math Problem-Solving in Large Language Models with a Self-Critique Pipeline,False,False,False,Findings
govindarajan-etal-2024-mean,Do *they* mean `us'? Interpreting Referring Expression variation under Intergroup Bias,False,False,False,Findings
fang-etal-2024-understanding,Understanding Faithfulness and Reasoning of Large Language Models on Plain Biomedical Summaries,True,False,True,Findings
joaquin-etal-2024-in2core,{I}n2{C}ore: Leveraging Influence Functions for Coreset Selection in Instruction Finetuning of Large Language Models,False,False,True,Findings
zhang-etal-2024-shieldlm,"{S}hield{LM}: Empowering {LLM}s as Aligned, Customizable and Explainable Safety Detectors",False,False,True,Findings
wang-etal-2024-interpretable,Interpretable Preferences via Multi-Objective Reward Modeling and Mixture-of-Experts,False,False,True,Findings
kim-etal-2024-thinking,What if...?: Thinking Counterfactual Keywords Helps to Mitigate Hallucination in Large Multi-modal Models,False,False,False,Findings
chung-etal-2024-selection,Selection-p: Self-Supervised Task-Agnostic Prompt Compression for Faithfulness and Transferability,False,False,False,Findings
xiao-etal-2024-vanessa,Vanessa: Visual Connotation and Aesthetic Attributes Understanding Network for Multimodal Aspect-based Sentiment Analysis,False,False,False,Findings
modarressi-etal-2024-consistent,Consistent Document-level Relation Extraction via Counterfactuals,False,False,False,Findings
cao-etal-2024-tara,{TARA}: Token-level Attribute Relation Adaptation for Multi-Attribute Controllable Text Generation,False,False,False,Findings
si-etal-2024-denoising,Denoising Rationalization for Multi-hop Fact Verification via Multi-granular Explainer,True,False,True,Findings
michel-etal-2024-improving,Improving Quotation Attribution with Fictional Character Embeddings,False,False,False,Findings
sourati-etal-2024-robust,Robust Text Classification: Analyzing Prototype-Based Networks,False,False,True,Findings
schirmer-etal-2024-language,The Language of Trauma: Modeling Traumatic Event Descriptions Across Domains with Explainable {AI},False,False,True,Findings
meng-etal-2024-attribute,Attribute Controlled Fine-tuning for Large Language Models: A Case Study on Detoxification,False,False,False,Findings
dammu-etal-2024-claimver,{C}laim{V}er: Explainable Claim-Level Verification and Evidence Attribution of Text Through Knowledge Graphs,False,False,True,Findings
thota-nilizadeh-2024-attacks,Attacks against Abstractive Text Summarization Models through Lead Bias and Influence Functions,False,False,False,Findings
xu-etal-2024-nala,{NALA}: an Effective and Interpretable Entity Alignment Method,False,False,True,Findings
elaraby-etal-2024-persuasiveness,Persuasiveness of Generated Free-Text Rationales in Subjective Decisions: A Case Study on Pairwise Argument Ranking,True,False,True,Findings
kim-etal-2024-semantic,Semantic Token Reweighting for Interpretable and Controllable Text Embeddings in {CLIP},False,False,True,Findings
nguyen-etal-2024-llms,{LLM}s for Generating and Evaluating Counterfactuals: A Comprehensive Study,True,False,True,Findings
paul-etal-2024-making,Making Reasoning Matter: Measuring and Improving Faithfulness of Chain-of-Thought Reasoning,True,False,True,Findings
treviso-etal-2024-xtower,x{T}ower: A Multilingual {LLM} for Explaining and Correcting Translation Errors,True,False,True,Findings
shen-etal-2024-towards,"Towards Explainable {C}hinese Native Learner Essay Fluency Assessment: Dataset, Tasks, and Method",False,False,False,Findings
sonkar-etal-2024-malalgoqa,{M}al{A}lgo{QA}: Pedagogical Evaluation of Counterfactual Reasoning in Large Language Models and Implications for {AI} in Education,True,False,True,Findings
vakil-amiri-2024-controlled,Controlled Transformation of Text-Attributed Graphs,False,False,False,Findings
spangher-etal-2024-explaining,Explaining Mixtures of Sources in News Articles,False,False,False,Findings
maheshwari-etal-2024-presentations,Presentations are not always linear! {GNN} meets {LLM} for Text Document-to-Presentation Transformation with Attribution,False,False,False,Findings
qorib-etal-2024-efficient,Efficient and Interpretable Grammatical Error Correction with Mixture of Experts,False,False,True,Findings
razumovskaia-etal-2024-dial,Dial {B}e{I}nfo for Faithfulness: Improving Factuality of Information-Seeking Dialogue via Behavioural Fine-Tuning,False,False,False,Findings
amouyal-etal-2024-large,Large Language Models for Psycholinguistic Plausibility Pretesting,False,False,False,Findings
wein-etal-2024-barriers,Barriers to Effective Evaluation of Simultaneous Interpretation,False,False,False,Findings
li-etal-2024-improving-cross,Improving Cross-Domain Low-Resource Text Generation through {LLM} Post-Editing: A Programmer-Interpreter Approach,False,False,False,Findings
feng-etal-2024-promptexplainer,{P}rompt{E}xplainer: Explaining Language Models through Prompt-based Learning,True,False,True,Findings
zhao-etal-2024-explaining,Explaining Language Model Predictions with High-Impact Concepts,True,False,True,Findings
mishra-etal-2024-correcting,Correcting Language Model Outputs by Editing Salient Layers,False,False,False,Findings
tian-etal-2024-cma,{CMA}-{R}: Causal Mediation Analysis for Explaining Rumour Detection,True,False,True,Findings
moon-etal-2024-generative,Generative Interpretation: Toward Human-Like Evaluation for Educational Question-Answer Pair Generation,False,False,False,Findings
leiter-etal-2024-bmx,{BMX}: Boosting Natural Language Generation Metrics with Explainability,True,False,True,Findings
peng-etal-2024-controllable,Controllable Data Augmentation for Few-Shot Text Mining with Chain-of-Thought Attribute Manipulation,False,False,False,Findings
madsen-etal-2024-self,Are self-explanations from Large Language Models faithful?,True,False,True,Findings
zou-etal-2024-implicitave,{I}mplicit{AVE}: An Open-Source Dataset and Multimodal {LLM}s Benchmark for Implicit Attribute Value Extraction,False,False,False,Findings
li-etal-2024-towards-verifiable,Towards Verifiable Generation: A Benchmark for Knowledge-aware Language Model Attribution,False,False,False,Findings
qu-etal-2024-unsupervised,Unsupervised Distractor Generation via Large Language Model Distilling and Counterfactual Contrastive Decoding,False,False,False,Findings
liao-etal-2024-mario,{MARIO}: {MA}th Reasoning with code Interpreter Output - A Reproducible Pipeline,False,False,False,Findings
pan-etal-2024-llmlingua,{LLML}ingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression,False,False,False,Findings
jin-etal-2024-cutting,Cutting Off the Head Ends the Conflict: A Mechanism for Interpreting and Mitigating Knowledge Conflicts in Language Models,True,False,True,Findings
lin-etal-2024-criticbench,{C}ritic{B}ench: Benchmarking {LLM}s for Critique-Correct Reasoning,False,False,False,Findings
qiu-etal-2024-valor,{VALOR}-{EVAL}: Holistic Coverage and Faithfulness Evaluation of Large Vision-Language Models,True,False,True,Findings
miao-etal-2024-episodic,Episodic Memory Retrieval from {LLM}s: A Neuromorphic Mechanism to Generate Commonsense Counterfactuals for Relation Extraction,False,False,False,Findings
wang-etal-2024-llmfactor,{LLMF}actor: Extracting Profitable Factors through Prompts for Explainable Stock Movement Prediction,False,False,True,Findings
yang-etal-2024-enhancing,Enhancing Semantic Consistency of Large Language Models through Model Editing: An Interpretability-Oriented Approach,False,False,True,Findings
li-etal-2024-data,Data-Centric Explainable Debiasing for Improving Fairness in Pre-trained Language Models,True,False,True,Findings
li-etal-2024-large-language,Can Large Language Models Mine Interpretable Financial Factors More Effectively? A Neural-Symbolic Factor Mining Agent Model,False,False,True,Findings
cheng-etal-2024-call,Call Me When Necessary: {LLM}s can Efficiently and Faithfully Reason over Structured Environments,False,False,False,Findings
nigam-etal-2024-legal,Legal Judgment Reimagined: {P}red{E}x and the Rise of Intelligent {AI} Interpretation in {I}ndian Courts,True,False,True,Findings
zhou-etal-2024-evaluating,Evaluating the Smooth Control of Attribute Intensity in Text Generation with {LLM}s,False,False,False,Findings
amara-etal-2024-syntaxshap,{S}yntax{S}hap: Syntax-aware Explainability Method for Text Generation,True,False,True,Findings
maeda-etal-2024-decomposing,Decomposing Co-occurrence Matrices into Interpretable Components as Formal Concepts,False,False,True,Findings
agarwal-etal-2024-mememqa,{M}eme{MQA}: Multimodal Question Answering for Memes via Rationale-Based Inferencing,True,False,True,Findings
li-etal-2024-improving-attributed,Improving Attributed Text Generation of Large Language Models via Preference Learning,False,False,False,Findings
wei-jie-etal-2024-plausible,Plausible Extractive Rationalization through Semi-Supervised Entailment Signal,True,False,True,Findings
liang-etal-2024-controlled,Controlled Text Generation for Large Language Model with Dynamic Attribute Graphs,False,False,False,Findings
mishra-etal-2024-characterizing,Characterizing Large Language Models as Rationalizers of Knowledge-intensive Tasks,True,False,True,Findings
zhang-etal-2024-stronger,"Stronger, Lighter, Better: Towards Life-Long Attribute Value Extraction for {E}-Commerce Products",False,False,False,Findings
zhang-etal-2024-rationales,Rationales for Answers to Simple Math Word Problems Confuse Large Language Models,False,False,False,Findings
yoon-etal-2024-assessing,Assessing News Thumbnail Representativeness: Counterfactual text can enhance the cross-modal matching ability,False,False,False,Findings
sun-etal-2024-critique,The Critique of Critique,False,False,False,Findings
